material_id,plant,supplier_id,valid_from,valid_to,fixed_vendor_flag,quota_percent,source_status
M500174,KCH1,S100017,2025-07-09,2027-01-30,N,10,VALID
M500175,DAL1,S100028,2024-03-22,2027-11-01,N,29,VALID
M500175,DAL1,S100035,2025-01-05,2027-06-07,N,70,VALID
M500175,DAL1,S100047,2025-05-06,2028-04-05,N,10,VALID
M500175,AUS1,S100015,2025-02-17,2028-06-07,Y,100,VALID
M500175,KCH1,S100033,2024-10-05,2027-06-03,N,49,VALID
M500175,KCH1,S100045,2024-08-27,2027-09-25,N,51,VALID
M500176,DAL1,S100049,2025-10-20,2028-11-11,N,51,VALID
M500176,DAL1,S100008,2024-12-28,2027-08-25,N,49,VALID
M500176,DAL1,S100048,2025-04-05,2026-12-18,N,10,VALID
M500176,MTY1,S100047,2025-12-28,2028-03-27,N,68,VALID
M500176,MTY1,S100001,2025-01-08,2028-11-06,N,32,VALID
M500176,AUS1,S100042,2025-05-06,2027-01-21,Y,69,VALID
M500176,AUS1,S100041,2024-04-10,2028-05-01,N,59,BLOCKED
M500176,AUS1,S100010,2024-05-15,2028-02-09,N,46,VALID
M500176,AUS1,S100012,2024-05-10,2028-01-26,N,10,VALID
M500176,KCH1,S100005,2025-03-13,2027-04-07,N,100,VALID
M500176,PHX1,S100007,2024-12-18,2026-09-11,N,27,VALID
M500176,PHX1,S100023,2024-11-27,2028-01-04,N,66,VALID
M500176,PHX1,S100021,2025-10-01,2026-10-14,N,41,VALID
M500176,PHX1,S100017,2024-05-19,2028-04-04,N,10,VALID
M500177,DAL1,S100027,2024-03-20,2027-01-30,N,50,VALID
M500177,DAL1,S100029,2024-04-24,2028-06-28,N,30,BLOCKED
M500177,DAL1,S100048,2025-03-06,2027-07-19,N,20,VALID
M500177,AUS1,S100017,2024-10-16,2028-06-12,N,35,VALID
M500177,AUS1,S100014,2026-01-26,2027-12-31,N,49,VALID
M500177,AUS1,S100039,2024-09-19,2026-10-31,N,48,VALID
M500177,AUS1,S100024,2024-07-11,2028-07-19,N,10,VALID
M500177,KCH1,S100022,2025-11-07,2027-11-08,N,53,VALID
M500177,KCH1,S100014,2024-04-29,2027-08-05,N,47,VALID
M500177,PHX1,S100023,2026-01-11,2027-12-31,Y,47,VALID
M500177,PHX1,S100025,2025-04-10,2027-04-10,N,50,VALID
M500177,PHX1,S100050,2024-12-24,2028-03-25,N,31,VALID
M500177,PHX1,S100021,2025-05-21,2028-10-20,N,10,VALID
M500177,MTY1,S100020,2025-07-17,2027-08-29,N,32,VALID
M500177,MTY1,S100008,2025-10-14,2027-08-02,N,68,VALID
M500178,KCH1,S100016,2024-04-13,2027-05-21,N,62,VALID
M500178,KCH1,S100043,2025-03-10,2027-10-10,N,42,VALID
M500178,KCH1,S100005,2025-04-07,2026-12-01,N,10,VALID
M500178,MTY1,S100040,2025-09-15,2027-04-26,N,30,VALID
M500178,MTY1,S100043,2026-01-30,2028-10-27,N,70,VALID
M500178,DAL1,S100032,2024-04-19,2027-10-18,N,16,VALID
M500178,DAL1,S100024,2025-08-03,2027-10-20,N,59,VALID
M500178,DAL1,S100033,2024-11-20,2026-08-27,N,25,VALID
M500178,PHX1,S100041,2024-10-01,2028-07-11,N,56,BLOCKED
M500178,PHX1,S100046,2024-07-28,2027-08-18,N,17,VALID
M500178,PHX1,S100007,2025-07-11,2028-01-19,N,55,VALID
M500178,PHX1,S100017,2024-11-02,2026-09-21,N,10,VALID
M500179,KCH1,S100030,2025-02-26,2028-05-17,N,100,VALID
M500179,DAL1,S100030,2026-01-14,2028-01-08,N,46,VALID
M500179,DAL1,S100037,2025-11-09,2027-10-07,N,53,VALID
M500179,DAL1,S100042,2025-06-20,2028-07-06,N,61,VALID
M500179,DAL1,S100018,2025-01-02,2028-07-19,N,10,VALID
M500180,MTY1,S100024,2025-02-18,2028-08-15,N,60,VALID
M500180,MTY1,S100044,2025-10-04,2028-02-23,N,40,VALID
M500180,PHX1,S100007,2026-02-10,2026-11-10,N,49,VALID
M500180,PHX1,S100049,2025-04-06,2028-05-16,N,50,VALID
M500180,PHX1,S100013,2024-10-14,2028-08-24,N,10,BLOCKED
M500180,KCH1,S100013,2024-04-05,2026-09-06,N,100,BLOCKED
M500180,AUS1,S100036,2026-01-23,2028-02-02,Y,62,VALID
M500180,AUS1,S100010,2024-10-23,2028-04-22,N,67,VALID
M500180,AUS1,S100025,2024-08-31,2027-09-29,N,10,VALID
M500181,AUS1,S100013,2025-05-23,2028-05-28,N,14,BLOCKED
M500181,AUS1,S100011,2024-06-28,2028-01-08,N,86,VALID
M500181,PHX1,S100026,2025-05-23,2028-05-31,N,38,VALID
M500181,PHX1,S100049,2025-03-30,2027-06-08,N,33,VALID
M500181,PHX1,S100021,2024-08-21,2028-07-07,N,29,VALID
M500182,MTY1,S100033,2025-03-08,2027-01-20,Y,53,VALID
M500182,MTY1,S100002,2024-06-20,2027-04-04,N,47,VALID
M500182,PHX1,S100050,2025-05-07,2028-01-16,N,59,VALID
M500182,PHX1,S100007,2025-12-03,2027-05-20,N,70,VALID
M500182,PHX1,S100035,2025-05-20,2026-10-26,N,10,VALID
M500182,DAL1,S100025,2026-02-16,2028-01-28,N,22,VALID
M500182,DAL1,S100001,2024-07-11,2026-09-05,N,78,VALID
M500183,MTY1,S100050,2025-09-23,2028-09-22,N,34,VALID
M500183,MTY1,S100030,2024-05-07,2027-10-26,N,66,VALID
M500183,KCH1,S100035,2025-12-29,2028-06-28,N,45,VALID
M500183,KCH1,S100034,2024-04-01,2027-02-07,N,24,VALID
M500183,KCH1,S100026,2025-05-31,2028-05-16,N,31,VALID
M500184,AUS1,S100026,2026-01-11,2027-07-22,N,100,VALID
M500184,PHX1,S100037,2024-10-07,2028-06-16,Y,55,VALID
M500184,PHX1,S100003,2024-03-20,2026-10-19,N,38,VALID
M500184,PHX1,S100047,2024-07-10,2026-12-06,N,10,VALID
M500184,DAL1,S100030,2025-03-14,2027-05-05,Y,17,VALID
M500184,DAL1,S100001,2025-08-26,2027-10-11,N,70,VALID
M500184,DAL1,S100018,2026-01-23,2028-03-11,N,57,VALID
M500184,DAL1,S100012,2026-02-07,2027-01-17,N,10,VALID
M500184,KCH1,S100013,2025-11-25,2026-08-30,N,50,BLOCKED
M500184,KCH1,S100044,2025-03-08,2027-05-12,N,29,VALID
M500184,KCH1,S100040,2026-01-22,2027-02-08,N,21,VALID
M500184,MTY1,S100013,2025-03-16,2027-09-06,N,46,BLOCKED
M500184,MTY1,S100006,2026-02-05,2027-04-08,N,54,VALID
M500185,KCH1,S100032,2026-01-15,2027-08-14,N,22,VALID
M500185,KCH1,S100006,2025-06-03,2028-08-10,N,18,VALID
M500185,KCH1,S100045,2025-06-25,2028-10-13,N,44,VALID
M500185,KCH1,S100002,2025-06-18,2027-11-27,N,16,VALID
M500185,PHX1,S100030,2025-01-16,2027-06-08,Y,10,VALID
M500185,PHX1,S100043,2024-05-08,2028-07-10,N,53,VALID
M500185,PHX1,S100028,2025-06-29,2027-04-14,N,12,VALID
M500185,PHX1,S100004,2024-09-24,2027-05-23,N,25,VALID
M500185,MTY1,S100035,2024-11-25,2028-09-06,N,29,VALID
M500185,MTY1,S100003,2025-03-05,2027-06-18,N,64,VALID
M500185,MTY1,S100038,2025-02-14,2028-04-10,N,10,VALID
M500186,PHX1,S100007,2025-12-27,2028-01-03,N,100,VALID
M500186,AUS1,S100044,2025-03-05,2027-12-11,Y,36,VALID
M500186,AUS1,S100048,2024-07-07,2027-03-29,N,53,VALID
M500186,AUS1,S100023,2024-07-04,2026-09-05,N,11,VALID
M500186,MTY1,S100048,2024-11-30,2027-09-18,N,63,VALID
M500186,MTY1,S100027,2024-09-04,2027-01-08,N,23,VALID
M500186,MTY1,S100001,2024-11-21,2027-11-20,N,14,VALID
M500186,DAL1,S100037,2025-01-28,2027-04-11,N,19,VALID
M500186,DAL1,S100027,2024-04-02,2028-11-07,N,81,VALID
M500187,KCH1,S100009,2024-07-30,2028-04-28,N,100,VALID
M500187,MTY1,S100019,2025-06-25,2027-03-11,N,20,VALID
M500187,MTY1,S100013,2024-06-24,2027-04-18,N,80,BLOCKED
M500187,AUS1,S100037,2026-02-15,2027-10-08,N,53,VALID
M500187,AUS1,S100017,2025-01-12,2027-07-22,N,66,VALID
M500187,AUS1,S100046,2025-06-14,2028-01-01,N,31,VALID
M500187,AUS1,S100015,2025-06-03,2028-02-20,N,10,VALID
M500187,DAL1,S100007,2024-05-12,2028-10-05,N,47,VALID
M500187,DAL1,S100008,2025-02-24,2027-07-10,N,53,VALID
M500187,PHX1,S100027,2025-03-13,2026-09-25,N,33,VALID
M500187,PHX1,S100049,2026-01-20,2028-07-21,N,35,VALID
M500187,PHX1,S100020,2025-10-15,2027-05-08,N,20,VALID
M500187,PHX1,S100009,2025-03-21,2028-03-21,N,12,VALID
M500188,KCH1,S100035,2024-08-29,2028-10-29,N,46,VALID
M500188,KCH1,S100031,2025-09-09,2027-07-09,N,54,VALID
M500188,PHX1,S100031,2024-04-06,2028-04-08,N,100,VALID
M500188,AUS1,S100035,2026-02-11,2027-12-21,Y,42,VALID
M500188,AUS1,S100036,2024-10-06,2027-07-11,N,58,VALID
M500189,DAL1,S100047,2026-02-14,2026-11-18,N,51,VALID
M500189,DAL1,S100046,2025-01-06,2027-06-04,N,49,VALID
M500189,MTY1,S100026,2024-10-28,2027-07-19,N,65,VALID
M500189,MTY1,S100027,2024-03-23,2028-04-01,N,53,VALID
M500189,MTY1,S100009,2025-01-06,2026-10-21,N,10,VALID
M500189,KCH1,S100013,2025-02-01,2028-01-27,N,46,BLOCKED
M500189,KCH1,S100001,2025-01-06,2028-02-24,N,54,VALID
M500189,AUS1,S100022,2025-06-28,2027-01-10,N,19,VALID
M500189,AUS1,S100029,2025-11-07,2028-05-22,N,42,BLOCKED
M500189,AUS1,S100039,2025-10-31,2028-03-27,N,39,VALID
M500189,PHX1,S100023,2025-10-07,2026-10-12,Y,46,VALID
M500189,PHX1,S100005,2025-06-19,2027-04-15,N,54,VALID
M500190,KCH1,S100037,2024-10-17,2028-04-16,N,58,VALID
M500190,KCH1,S100042,2024-05-12,2027-09-10,N,70,VALID
M500190,KCH1,S100013,2024-06-09,2028-06-17,N,10,BLOCKED
M500190,DAL1,S100022,2025-10-27,2028-11-13,N,64,VALID
M500190,DAL1,S100030,2025-09-08,2027-09-24,N,36,VALID
M500190,DAL1,S100020,2025-12-08,2027-02-24,N,25,VALID
M500190,DAL1,S100045,2024-04-27,2027-11-13,N,10,VALID
M500190,PHX1,S100013,2024-05-14,2027-08-11,N,22,BLOCKED
M500190,PHX1,S100041,2025-01-28,2027-08-31,N,48,BLOCKED
M500190,PHX1,S100020,2024-09-05,2028-07-18,N,30,VALID
M500190,MTY1,S100049,2025-07-01,2027-05-29,N,100,VALID
M500190,AUS1,S100038,2025-12-28,2028-03-29,N,11,VALID
M500190,AUS1,S100027,2024-10-16,2027-10-25,N,24,VALID
M500190,AUS1,S100004,2025-09-29,2027-01-01,N,54,VALID
M500190,AUS1,S100041,2024-12-22,2028-11-03,N,11,BLOCKED
M500191,MTY1,S100007,2024-03-24,2027-08-01,Y,100,VALID
M500191,PHX1,S100012,2025-12-12,2027-05-17,N,29,VALID
M500191,PHX1,S100026,2024-09-01,2027-05-25,N,71,VALID
M500191,KCH1,S100029,2024-07-08,2028-02-28,N,20,BLOCKED
M500191,KCH1,S100020,2024-10-13,2028-11-09,N,68,VALID
M500191,KCH1,S100011,2024-06-18,2026-09-15,N,12,VALID
M500192,DAL1,S100026,2026-01-05,2028-08-31,Y,10,VALID
M500192,DAL1,S100021,2024-12-02,2027-06-29,N,90,VALID
M500192,AUS1,S100029,2025-06-07,2028-09-19,N,41,BLOCKED
M500192,AUS1,S100033,2024-05-02,2027-05-07,N,59,VALID
M500192,KCH1,S100048,2024-12-01,2027-11-22,N,100,VALID
M500193,AUS1,S100015,2024-06-26,2026-09-14,N,35,VALID
M500193,AUS1,S100044,2025-02-27,2027-02-20,N,60,VALID
M500193,AUS1,S100037,2024-11-07,2027-03-16,N,10,VALID
M500193,MTY1,S100002,2025-05-10,2027-08-09,Y,24,VALID
M500193,MTY1,S100031,2025-04-06,2026-12-07,N,76,VALID
M500193,DAL1,S100013,2025-12-23,2027-04-30,Y,20,BLOCKED
M500193,DAL1,S100046,2025-06-08,2027-01-08,N,18,VALID
M500193,DAL1,S100030,2025-02-08,2027-08-26,N,62,VALID
M500194,MTY1,S100041,2025-09-15,2027-01-28,N,27,BLOCKED
M500194,MTY1,S100045,2025-11-29,2028-04-24,N,14,VALID
M500194,MTY1,S100004,2025-03-26,2027-04-21,N,59,VALID
M500194,KCH1,S100038,2025-11-16,2027-05-08,N,100,VALID
M500194,DAL1,S100047,2024-06-02,2027-05-13,N,29,VALID
M500194,DAL1,S100045,2024-09-26,2028-10-08,N,71,VALID
M500194,PHX1,S100012,2024-04-23,2027-01-07,N,50,VALID
M500194,PHX1,S100033,2025-10-03,2026-11-10,N,50,VALID
M500194,AUS1,S100021,2026-02-17,2027-12-08,N,10,VALID
M500194,AUS1,S100009,2025-04-02,2028-05-08,N,90,VALID
M500195,PHX1,S100030,2025-07-12,2028-08-04,N,53,VALID
M500195,PHX1,S100005,2025-10-29,2026-10-10,N,12,VALID
M500195,PHX1,S100020,2025-07-11,2028-05-01,N,56,VALID
M500195,PHX1,S100013,2024-07-27,2026-12-04,N,10,BLOCKED
M500195,DAL1,S100025,2025-06-14,2028-03-16,N,100,VALID
M500195,AUS1,S100034,2025-02-21,2027-10-30,N,100,VALID
M500195,KCH1,S100022,2025-09-06,2027-09-19,N,44,VALID
M500195,KCH1,S100026,2026-02-16,2028-09-05,N,20,VALID
M500195,KCH1,S100049,2024-05-11,2027-03-11,N,19,VALID
M500195,KCH1,S100036,2024-10-28,2028-02-05,N,17,VALID
M500195,MTY1,S100004,2024-06-09,2027-11-23,N,35,VALID
M500195,MTY1,S100050,2025-02-02,2026-12-09,N,65,VALID
M500196,AUS1,S100027,2025-11-28,2027-05-19,N,67,VALID
M500196,AUS1,S100030,2024-09-08,2028-09-04,N,33,VALID
M500196,DAL1,S100007,2024-12-03,2026-10-11,N,32,VALID
M500196,DAL1,S100006,2025-11-18,2028-01-23,N,25,VALID
M500196,DAL1,S100028,2025-09-20,2026-09-11,N,47,VALID
M500196,DAL1,S100020,2024-12-06,2027-07-31,N,10,VALID
M500196,PHX1,S100002,2025-11-08,2027-09-17,N,22,VALID
M500196,PHX1,S100044,2025-10-30,2027-09-10,N,78,VALID
M500196,KCH1,S100010,2025-05-25,2028-07-06,Y,100,VALID
M500196,MTY1,S100043,2025-12-20,2027-08-11,N,100,VALID
M500197,AUS1,S100037,2024-05-12,2027-12-08,Y,35,VALID
M500197,AUS1,S100032,2025-01-12,2027-04-02,N,65,VALID
M500197,PHX1,S100050,2026-01-20,2026-09-25,N,13,VALID
M500197,PHX1,S100043,2024-05-25,2027-04-14,N,87,VALID
M500197,MTY1,S100037,2024-12-21,2028-10-06,N,27,VALID
M500197,MTY1,S100042,2024-09-01,2028-05-07,N,16,VALID
M500197,MTY1,S100027,2025-03-19,2028-06-03,N,59,VALID
M500197,MTY1,S100021,2026-01-10,2027-01-05,N,10,VALID
M500198,MTY1,S100048,2025-02-14,2026-11-14,N,21,VALID
M500198,MTY1,S100030,2024-09-07,2028-05-31,N,69,VALID
M500198,MTY1,S100029,2024-12-22,2027-10-12,N,14,BLOCKED
M500198,MTY1,S100007,2025-07-10,2028-04-10,N,10,VALID
M500198,PHX1,S100041,2025-01-23,2027-03-12,N,45,BLOCKED
M500198,PHX1,S100040,2024-08-02,2027-06-10,N,63,VALID
M500198,PHX1,S100003,2025-05-28,2028-08-05,N,61,VALID
M500198,PHX1,S100038,2025-08-06,2028-09-05,N,10,VALID
M500198,DAL1,S100020,2025-02-07,2026-10-07,Y,100,VALID
M500198,KCH1,S100025,2024-05-12,2028-04-18,N,34,VALID
M500198,KCH1,S100044,2024-12-26,2026-09-01,N,66,VALID
M500199,AUS1,S100007,2024-07-03,2028-05-17,Y,100,VALID
M500199,KCH1,S100047,2024-08-01,2028-07-11,N,45,VALID
M500199,KCH1,S100032,2025-05-06,2026-11-29,N,15,VALID
M500199,KCH1,S100027,2024-07-22,2028-06-04,N,40,VALID
M500199,PHX1,S100021,2024-11-19,2028-04-18,N,17,VALID
M500199,PHX1,S100041,2024-12-20,2026-08-27,N,83,BLOCKED
M500199,MTY1,S100019,2024-04-12,2028-01-23,N,100,VALID
M500200,AUS1,S100049,2024-10-20,2027-01-01,N,30,VALID
M500200,AUS1,S100025,2025-12-24,2027-12-04,N,27,VALID
M500200,AUS1,S100018,2025-05-22,2027-05-17,N,43,VALID
M500200,KCH1,S100039,2025-06-27,2027-05-05,N,100,VALID
M500200,MTY1,S100012,2024-05-13,2027-10-14,N,100,VALID
M500200,DAL1,S100028,2024-11-13,2027-08-20,Y,61,VALID
M500200,DAL1,S100049,2024-10-05,2027-10-06,N,39,VALID
M500200,PHX1,S100042,2025-11-13,2027-02-11,N,60,VALID
M500200,PHX1,S100022,2024-11-23,2027-06-19,N,27,VALID
M500200,PHX1,S100019,2024-05-08,2028-06-07,N,34,VALID
M500200,PHX1,S100027,2025-06-04,2028-02-06,N,10,VALID
M500201,AUS1,S100002,2025-12-25,2027-12-05,N,100,VALID
M500201,DAL1,S100021,2025-07-26,2026-10-02,N,22,VALID
M500201,DAL1,S100037,2024-12-11,2026-10-18,N,46,VALID
M500201,DAL1,S100020,2025-04-30,2027-06-22,N,27,VALID
M500201,DAL1,S100039,2024-12-11,2027-11-27,N,10,VALID
M500201,PHX1,S100045,2024-07-16,2026-12-15,N,24,VALID
M500201,PHX1,S100022,2026-02-16,2028-10-09,N,25,VALID
M500201,PHX1,S100024,2025-01-20,2028-05-28,N,21,VALID
M500201,PHX1,S100011,2024-05-30,2027-12-28,N,30,VALID
M500202,MTY1,S100037,2024-12-07,2028-08-06,N,58,VALID
M500202,MTY1,S100020,2024-07-24,2027-08-18,N,42,VALID
M500202,AUS1,S100031,2025-01-16,2028-03-14,N,61,VALID
M500202,AUS1,S100043,2024-07-07,2027-03-19,N,39,VALID
M500202,DAL1,S100003,2024-07-25,2028-06-12,Y,33,VALID
M500202,DAL1,S100028,2025-10-16,2027-09-27,N,17,VALID
M500202,DAL1,S100001,2025-08-09,2027-09-09,N,49,VALID
M500202,DAL1,S100024,2024-08-19,2028-08-05,N,10,VALID
M500202,KCH1,S100032,2025-06-19,2027-05-09,N,48,VALID
M500202,KCH1,S100001,2024-06-30,2027-01-27,N,35,VALID
M500202,KCH1,S100015,2025-03-17,2026-09-19,N,17,VALID
M500202,PHX1,S100043,2025-11-27,2028-11-05,N,100,VALID
M500203,MTY1,S100028,2024-06-28,2027-12-09,Y,14,VALID
M500203,MTY1,S100005,2025-09-28,2026-11-23,N,15,VALID
M500203,MTY1,S100027,2025-09-27,2028-06-26,N,71,VALID
M500203,KCH1,S100049,2024-03-23,2028-07-29,N,100,VALID
M500204,DAL1,S100044,2025-12-17,2027-05-23,N,14,VALID
M500204,DAL1,S100014,2024-05-15,2027-10-22,N,86,VALID
M500204,PHX1,S100009,2024-08-23,2028-03-08,Y,59,VALID
M500204,PHX1,S100005,2025-01-06,2027-06-16,N,41,VALID
M500204,MTY1,S100010,2025-08-07,2027-10-23,N,100,VALID
M500204,AUS1,S100033,2024-06-22,2026-11-01,N,49,VALID
M500204,AUS1,S100013,2024-07-06,2028-07-08,N,24,BLOCKED
M500204,AUS1,S100021,2025-09-27,2028-11-10,N,31,VALID
M500204,AUS1,S100041,2025-11-05,2027-02-21,N,10,BLOCKED
M500205,PHX1,S100039,2025-09-01,2027-03-04,N,30,VALID
M500205,PHX1,S100040,2024-09-03,2027-06-07,N,53,VALID
M500205,PHX1,S100037,2024-08-11,2027-11-14,N,17,VALID
M500205,AUS1,S100015,2025-05-30,2026-09-19,N,37,VALID
M500205,AUS1,S100003,2025-11-22,2027-08-02,N,63,VALID
M500205,KCH1,S100050,2024-10-15,2028-05-11,Y,43,VALID
M500205,KCH1,S100031,2025-05-21,2027-09-29,N,57,VALID
M500205,MTY1,S100026,2025-08-07,2027-07-23,N,19,VALID
M500205,MTY1,S100047,2025-03-02,2028-06-29,N,30,VALID
M500205,MTY1,S100002,2024-11-08,2028-04-01,N,56,VALID
M500205,MTY1,S100014,2025-03-31,2028-10-15,N,10,VALID
M500205,DAL1,S100018,2024-10-15,2028-07-17,Y,14,VALID
M500205,DAL1,S100044,2024-08-26,2027-11-04,N,55,VALID
M500205,DAL1,S100006,2024-12-03,2026-12-10,N,65,VALID
M500205,DAL1,S100005,2025-07-22,2027-03-26,N,10,VALID
M500206,DAL1,S100016,2025-09-21,2028-04-08,N,54,VALID
M500206,DAL1,S100003,2024-10-28,2027-04-11,N,42,VALID
M500206,DAL1,S100048,2025-07-25,2026-11-19,N,43,VALID
M500206,DAL1,S100033,2025-04-26,2028-03-05,N,10,VALID
M500206,KCH1,S100005,2024-05-27,2027-11-28,N,100,VALID
M500206,MTY1,S100028,2024-03-21,2028-08-28,Y,100,VALID
M500206,AUS1,S100005,2025-03-19,2027-08-22,N,56,VALID
M500206,AUS1,S100011,2024-09-10,2026-12-21,N,12,VALID
M500206,AUS1,S100040,2025-10-09,2027-11-08,N,32,VALID
M500207,AUS1,S100001,2026-01-09,2027-01-30,N,30,VALID
M500207,AUS1,S100029,2025-09-25,2028-06-11,N,53,BLOCKED
M500207,AUS1,S100009,2025-10-23,2027-11-14,N,46,VALID
M500207,AUS1,S100016,2025-10-26,2027-10-25,N,10,VALID
M500207,DAL1,S100036,2026-02-08,2027-05-07,Y,29,VALID
M500207,DAL1,S100031,2026-01-29,2027-09-28,N,70,VALID
M500207,DAL1,S100047,2026-01-17,2028-07-28,N,10,VALID
M500207,DAL1,S100044,2026-01-20,2026-12-06,N,10,VALID
M500208,PHX1,S100010,2025-08-27,2028-02-05,Y,63,VALID
M500208,PHX1,S100038,2026-01-30,2028-06-25,N,30,VALID
M500208,PHX1,S100027,2024-12-19,2026-12-05,N,10,VALID
M500208,KCH1,S100046,2025-09-07,2028-08-09,Y,33,VALID
M500208,KCH1,S100022,2024-09-20,2028-03-09,N,67,VALID
M500208,DAL1,S100023,2025-12-21,2028-08-11,N,57,VALID
M500208,DAL1,S100018,2024-03-27,2027-03-17,N,43,VALID
M500208,AUS1,S100050,2024-09-17,2028-07-28,N,30,VALID
M500208,AUS1,S100011,2025-08-20,2027-10-11,N,44,VALID
M500208,AUS1,S100021,2024-06-26,2026-09-14,N,26,VALID
M500208,MTY1,S100046,2024-06-20,2027-12-21,Y,100,VALID
M500209,DAL1,S100024,2025-04-21,2028-07-02,N,31,VALID
M500209,DAL1,S100045,2024-07-20,2027-10-16,N,69,VALID
M500209,MTY1,S100007,2024-03-23,2027-03-06,N,100,VALID
M500209,PHX1,S100030,2025-06-06,2027-07-24,N,38,VALID
M500209,PHX1,S100027,2025-02-17,2028-02-20,N,46,VALID
M500209,PHX1,S100010,2024-04-13,2027-02-13,N,16,VALID
M500209,AUS1,S100004,2024-11-05,2027-11-12,N,27,VALID
M500209,AUS1,S100001,2024-09-07,2028-04-17,N,66,VALID
M500209,AUS1,S100033,2025-11-01,2028-09-22,N,34,VALID
M500209,AUS1,S100013,2024-05-04,2027-12-29,N,10,BLOCKED
M500209,KCH1,S100041,2025-03-18,2028-08-07,N,100,BLOCKED
M500210,KCH1,S100048,2025-09-21,2028-02-02,N,32,VALID
M500210,KCH1,S100035,2024-09-11,2028-06-23,N,35,VALID
M500210,KCH1,S100034,2025-01-08,2028-08-08,N,39,VALID
M500210,KCH1,S100044,2024-10-24,2027-04-25,N,10,VALID
M500210,PHX1,S100018,2024-05-01,2028-07-01,N,53,VALID
M500210,PHX1,S100021,2025-08-27,2028-09-25,N,47,VALID
M500210,PHX1,S100030,2024-04-19,2027-04-20,N,10,VALID
M500210,DAL1,S100002,2024-07-04,2028-06-23,N,31,VALID
M500210,DAL1,S100047,2025-12-24,2027-12-12,N,57,VALID
M500210,DAL1,S100017,2025-04-02,2027-11-30,N,42,VALID
M500210,DAL1,S100016,2024-12-18,2028-07-07,N,10,VALID
M500210,AUS1,S100020,2024-10-05,2028-08-05,Y,12,VALID
M500210,AUS1,S100044,2025-01-16,2026-11-30,N,88,VALID
M500210,MTY1,S100032,2024-09-15,2028-02-24,Y,100,VALID
M500211,KCH1,S100019,2025-08-08,2027-10-18,N,67,VALID
M500211,KCH1,S100001,2025-08-10,2027-04-12,N,56,VALID
M500211,KCH1,S100016,2025-08-01,2027-02-04,N,10,VALID
M500211,PHX1,S100040,2024-06-19,2028-08-01,Y,26,VALID
M500211,PHX1,S100029,2025-12-03,2027-06-21,N,41,BLOCKED
M500211,PHX1,S100010,2025-06-14,2028-08-22,N,33,VALID
M500211,AUS1,S100003,2024-10-24,2027-05-10,Y,17,VALID
M500211,AUS1,S100027,2025-05-13,2027-12-20,N,83,VALID
M500211,MTY1,S100043,2024-05-08,2027-01-24,N,15,VALID
M500211,MTY1,S100039,2026-01-18,2027-11-17,N,85,VALID
M500211,DAL1,S100042,2026-01-21,2027-09-03,N,50,VALID
M500211,DAL1,S100046,2024-04-01,2026-08-30,N,50,VALID
M500212,KCH1,S100004,2025-03-14,2027-11-07,Y,23,VALID
M500212,KCH1,S100009,2025-07-11,2027-04-20,N,69,VALID
M500212,KCH1,S100027,2024-06-12,2026-10-28,N,10,VALID
M500212,DAL1,S100045,2025-06-12,2027-10-09,N,62,VALID
M500212,DAL1,S100048,2026-01-31,2027-03-02,N,38,VALID
M500212,MTY1,S100022,2025-11-03,2027-12-07,N,35,VALID
M500212,MTY1,S100044,2024-03-25,2026-12-14,N,31,VALID
M500212,MTY1,S100002,2025-06-04,2027-07-08,N,34,VALID
M500212,AUS1,S100008,2025-12-04,2028-03-12,N,21,VALID
M500212,AUS1,S100025,2024-05-08,2026-11-08,N,79,VALID
M500213,KCH1,S100008,2025-03-09,2027-04-12,Y,64,VALID
M500213,KCH1,S100001,2024-07-25,2027-01-01,N,36,VALID
M500213,MTY1,S100012,2025-03-31,2027-06-14,N,13,VALID
M500213,MTY1,S100030,2025-08-31,2028-03-08,N,60,VALID
M500213,MTY1,S100050,2024-04-12,2028-02-07,N,27,VALID
M500213,AUS1,S100037,2024-12-19,2028-08-15,N,26,VALID
M500213,AUS1,S100036,2026-02-04,2028-03-29,N,36,VALID
M500213,AUS1,S100004,2025-05-22,2027-11-19,N,66,VALID
M500213,AUS1,S100019,2025-02-12,2027-12-11,N,10,VALID
M500213,PHX1,S100036,2026-02-14,2028-08-08,N,38,VALID
M500213,PHX1,S100035,2025-12-25,2027-11-13,N,59,VALID
M500213,PHX1,S100017,2024-11-10,2027-01-29,N,48,VALID
M500213,PHX1,S100001,2024-06-14,2027-01-12,N,10,VALID
M500214,AUS1,S100017,2025-03-05,2027-03-14,N,10,VALID
M500214,AUS1,S100008,2025-01-06,2028-03-03,N,34,VALID
M500214,AUS1,S100029,2025-04-11,2027-12-22,N,34,BLOCKED
M500214,AUS1,S100002,2024-10-28,2028-04-13,N,22,VALID
M500214,MTY1,S100036,2025-06-19,2027-09-12,N,33,VALID
M500214,MTY1,S100044,2024-07-07,2028-05-05,N,67,VALID
M500214,KCH1,S100034,2024-11-24,2026-08-28,N,100,VALID
M500214,DAL1,S100007,2024-10-27,2028-06-20,Y,40,VALID
M500214,DAL1,S100024,2025-07-02,2027-11-03,N,24,VALID
M500214,DAL1,S100011,2024-11-11,2028-08-11,N,34,VALID
M500214,DAL1,S100003,2024-04-03,2026-10-19,N,10,VALID
M500215,MTY1,S100004,2024-03-27,2027-12-19,Y,100,VALID
M500215,DAL1,S100001,2025-09-18,2027-08-17,N,13,VALID
