po_number,item_number,acknowledgement_status,acknowledged_qty,committed_delivery_date,supplier_confirm_number,last_supplier_response_date,response_source,buyer_followup_count
4500000300,00020,ACKNOWLEDGED,70,2026-06-14,SCN542660,2026-05-14,EMAIL,2
4500000300,00030,MISSING,0,2026-07-12,,,,3
4500000300,00040,ACKNOWLEDGED,14,2026-06-07,SCN561466,2026-05-11,PORTAL,1
4500000300,00050,PROMISED_LATE,65,2026-07-08,SCN990350,2026-05-13,EMAIL,5
4500000300,00060,PROMISED_LATE,396,2026-08-31,SCN167567,2026-05-13,PHONE_NOTE,4
4500000300,00070,MISSING,0,2026-06-23,,,,1
4500000301,00010,ACKNOWLEDGED,246,2026-03-31,SCN281115,2026-03-10,EDI,0
4500000301,00020,ACKNOWLEDGED,113,2026-04-18,SCN114292,2026-03-16,REGRELLO,2
4500000301,00030,ACKNOWLEDGED,17,2026-04-21,SCN569025,2026-03-09,EMAIL,1
4500000301,00040,MISSING,0,2026-05-05,,,,2
4500000301,00050,PARTIAL,131,2026-03-27,SCN282737,2026-03-09,PHONE_NOTE,5
4500000301,00060,ACKNOWLEDGED,51,2026-03-15,SCN727579,2026-03-10,REGRELLO,2
4500000302,00010,REJECTED,159,,SCN908508,2026-02-03,EMAIL,1
4500000302,00020,PRICE_DISPUTE,1613,2026-02-10,SCN487371,2026-02-09,PORTAL,1
4500000302,00030,MISSING,0,2026-04-24,,,,4
4500000302,00040,ACKNOWLEDGED,1669,2026-04-20,SCN598734,2026-02-13,REGRELLO,0
4500000302,00050,PRICE_DISPUTE,576,2026-04-14,SCN671503,2026-02-08,EDI,2
4500000302,00060,ACKNOWLEDGED,369,2026-04-10,SCN453899,2026-02-13,PHONE_NOTE,2
4500000302,00070,ACKNOWLEDGED,2033,2026-02-15,SCN452697,2026-02-12,PHONE_NOTE,1
4500000303,00010,ACKNOWLEDGED,8,2026-06-25,SCN681034,2026-05-16,PORTAL,2
4500000303,00020,QTY_DISPUTE,87,2026-06-29,SCN501793,2026-05-23,EMAIL,1
4500000303,00030,PRICE_DISPUTE,999,2026-06-01,SCN578651,2026-05-21,PORTAL,0
4500000303,00040,ACKNOWLEDGED,22,2026-08-03,SCN479630,2026-05-19,REGRELLO,0
4500000303,00050,PRICE_DISPUTE,98,2026-07-15,SCN477230,2026-05-18,PORTAL,1
4500000303,00060,ACKNOWLEDGED,470,2026-06-01,SCN573181,2026-05-16,PHONE_NOTE,2
4500000304,00010,ACKNOWLEDGED,325,2026-05-28,SCN512807,2026-05-06,PORTAL,0
4500000304,00020,PRICE_DISPUTE,6,2026-06-30,SCN486038,2026-05-05,REGRELLO,0
4500000305,00010,ACKNOWLEDGED,215,2026-02-26,SCN633391,2026-02-24,PHONE_NOTE,2
4500000305,00020,ACKNOWLEDGED,86,2026-04-24,SCN490239,2026-02-17,REGRELLO,1
4500000305,00030,REJECTED,2455,,SCN317827,2026-02-23,PHONE_NOTE,2
4500000306,00010,ACKNOWLEDGED,629,2026-05-24,SCN576351,2026-03-16,PHONE_NOTE,1
4500000306,00020,MISSING,0,2026-03-21,,,,1
4500000306,00030,MISSING,0,2026-05-03,,,,1
4500000306,00040,ACKNOWLEDGED,50,2026-04-30,SCN170532,2026-03-18,PHONE_NOTE,2
4500000307,00010,PROMISED_LATE,263,2026-09-05,SCN437173,2026-05-18,EDI,2
4500000307,00020,PROMISED_LATE,45,2026-07-31,SCN431493,2026-05-20,PORTAL,3
4500000307,00030,ACKNOWLEDGED,950,2026-07-14,SCN887568,2026-05-18,REGRELLO,0
4500000307,00040,REJECTED,465,,SCN411706,2026-05-17,REGRELLO,0
4500000308,00010,PARTIAL,23,2026-05-05,SCN464140,2026-02-24,PHONE_NOTE,1
4500000309,00010,PARTIAL,31,2026-04-18,SCN335097,2026-02-15,PHONE_NOTE,2
4500000309,00020,PARTIAL,846,2026-05-11,SCN107257,2026-02-07,EMAIL,3
4500000310,00010,PROMISED_LATE,727,2026-04-12,SCN755224,2026-03-13,EMAIL,5
4500000311,00010,ACKNOWLEDGED,1287,2026-04-06,SCN961362,2026-03-26,REGRELLO,1
4500000311,00020,REJECTED,210,,SCN534156,2026-03-27,EDI,0
4500000312,00010,ACKNOWLEDGED,2758,2026-05-27,SCN763725,2026-03-03,PHONE_NOTE,2
4500000312,00020,ACKNOWLEDGED,16,2026-04-15,SCN159401,2026-03-09,EMAIL,2
4500000312,00030,ACKNOWLEDGED,439,2026-04-19,SCN728205,2026-02-27,EDI,2
4500000312,00040,ACKNOWLEDGED,19,2026-05-24,SCN233700,2026-03-01,EDI,1
4500000313,00010,ACKNOWLEDGED,5,2026-06-05,SCN529515,2026-05-14,REGRELLO,2
4500000313,00020,ACKNOWLEDGED,249,2026-06-16,SCN818964,2026-05-14,EMAIL,2
4500000313,00030,PROMISED_LATE,107,2026-06-24,SCN312103,2026-05-15,REGRELLO,0
4500000313,00040,ACKNOWLEDGED,200,2026-08-01,SCN456825,2026-05-07,EMAIL,2
4500000313,00050,REJECTED,90,,SCN608250,2026-05-10,PHONE_NOTE,0
4500000314,00010,ACKNOWLEDGED,16,2026-05-27,SCN690663,2026-03-29,PORTAL,0
4500000314,00020,MISSING,0,2026-04-05,,,,1
4500000315,00010,ACKNOWLEDGED,30,2026-06-08,SCN280279,2026-05-30,PORTAL,1
4500000315,00020,ACKNOWLEDGED,230,2026-07-10,SCN440917,2026-05-29,PORTAL,2
4500000315,00030,PARTIAL,28,2026-08-17,SCN638034,2026-06-02,EDI,4
4500000316,00010,ACKNOWLEDGED,502,2026-06-28,SCN171778,2026-04-02,EDI,0
4500000316,00020,MISSING,0,2026-05-03,,,,4
4500000316,00030,ACKNOWLEDGED,310,2026-07-01,SCN926138,2026-04-05,REGRELLO,1
4500000316,00040,ACKNOWLEDGED,168,2026-05-12,SCN429640,2026-04-06,EMAIL,2
4500000316,00050,MISSING,0,2026-05-26,,,,5
4500000316,00060,MISSING,0,2026-07-01,,,,3
4500000317,00010,PARTIAL,642,2026-08-10,SCN739208,2026-05-31,EDI,2
4500000317,00020,PARTIAL,286,2026-06-18,SCN439244,2026-05-30,EMAIL,5
4500000318,00010,ACKNOWLEDGED,504,2026-04-03,SCN606103,2026-03-03,EMAIL,1
4500000318,00020,MISSING,0,2026-03-29,,,,0
4500000318,00030,ACKNOWLEDGED,8,2026-05-22,SCN290782,2026-03-01,PORTAL,1
4500000318,00040,ACKNOWLEDGED,32,2026-05-05,SCN181977,2026-03-05,PHONE_NOTE,2
4500000318,00050,ACKNOWLEDGED,266,2026-05-07,SCN861472,2026-03-02,EMAIL,2
4500000319,00010,PRICE_DISPUTE,231,2026-06-02,SCN894491,2026-03-15,EDI,0
4500000319,00020,ACKNOWLEDGED,630,2026-05-03,SCN221791,2026-03-07,PHONE_NOTE,0
4500000319,00030,MISSING,0,2026-06-07,,,,3
4500000320,00010,ACKNOWLEDGED,474,2026-06-29,SCN535056,2026-06-01,PORTAL,0
4500000320,00020,ACKNOWLEDGED,2377,2026-06-10,SCN639189,2026-05-29,PHONE_NOTE,2
4500000320,00030,PROMISED_LATE,276,2026-08-14,SCN722127,2026-05-26,REGRELLO,2
4500000320,00040,ACKNOWLEDGED,1650,2026-08-24,SCN613573,2026-05-31,PORTAL,2
4500000320,00050,ACKNOWLEDGED,9,2026-07-04,SCN234191,2026-05-28,REGRELLO,2
4500000321,00010,PARTIAL,8,2026-04-20,SCN803265,2026-04-05,EDI,0
4500000321,00020,MISSING,0,2026-06-12,,,,4
4500000321,00030,ACKNOWLEDGED,76,2026-05-17,SCN272264,2026-04-09,PHONE_NOTE,2
4500000321,00040,PARTIAL,27,2026-05-26,SCN105498,2026-04-02,REGRELLO,4
4500000321,00050,PROMISED_LATE,283,2026-07-14,SCN612952,2026-04-02,REGRELLO,3
4500000321,00060,MISSING,0,2026-05-09,,,,0
4500000321,00070,MISSING,0,2026-05-30,,,,5
4500000322,00010,REJECTED,719,,SCN948519,2026-05-19,PHONE_NOTE,2
4500000322,00020,ACKNOWLEDGED,37,2026-07-28,SCN937395,2026-05-15,EDI,1
4500000322,00030,MISSING,0,2026-06-01,,,,5
4500000322,00040,ACKNOWLEDGED,141,2026-07-02,SCN308860,2026-05-16,EMAIL,2
4500000322,00050,REJECTED,221,,SCN556043,2026-05-16,PHONE_NOTE,1
4500000323,00010,ACKNOWLEDGED,1707,2026-06-10,SCN815017,2026-04-19,PORTAL,0
4500000323,00020,ACKNOWLEDGED,19,2026-05-18,SCN697468,2026-04-16,EDI,0
4500000323,00030,PRICE_DISPUTE,26,2026-06-02,SCN490924,2026-04-21,EDI,1
4500000323,00040,REJECTED,4,,SCN632370,2026-04-18,PHONE_NOTE,2
4500000323,00050,PARTIAL,177,2026-05-18,SCN959642,2026-04-15,PORTAL,4
4500000323,00060,ACKNOWLEDGED,725,2026-06-03,SCN190490,2026-04-15,PHONE_NOTE,0
4500000324,00010,MISSING,0,2026-05-18,,,,0
4500000324,00020,ACKNOWLEDGED,168,2026-05-03,SCN553315,2026-03-19,PORTAL,1
4500000324,00030,ACKNOWLEDGED,4,2026-03-21,SCN324613,2026-03-13,EDI,2
4500000324,00040,ACKNOWLEDGED,128,2026-03-18,SCN395801,2026-03-22,EDI,2
4500000324,00050,PARTIAL,192,2026-03-22,SCN820557,2026-03-13,PORTAL,1
4500000325,00010,ACKNOWLEDGED,2770,2026-06-17,SCN814377,2026-05-05,PORTAL,1
4500000325,00020,ACKNOWLEDGED,12,2026-07-16,SCN178628,2026-05-10,PHONE_NOTE,2
4500000325,00030,ACKNOWLEDGED,114,2026-05-20,SCN230910,2026-05-06,PHONE_NOTE,0
4500000325,00040,MISSING,0,2026-06-11,,,,3
4500000326,00010,PRICE_DISPUTE,38,2026-06-07,SCN852349,2026-03-27,PHONE_NOTE,0
4500000327,00010,PRICE_DISPUTE,29,2026-04-15,SCN277422,2026-03-24,PHONE_NOTE,0
4500000327,00020,ACKNOWLEDGED,1536,2026-06-08,SCN773501,2026-03-27,PHONE_NOTE,0
4500000327,00030,MISSING,0,2026-04-18,,,,4
4500000327,00040,REJECTED,81,,SCN905471,2026-03-25,PORTAL,1
4500000328,00010,PARTIAL,4,2026-08-14,SCN275844,2026-06-02,PORTAL,4
4500000328,00020,ACKNOWLEDGED,46,2026-07-25,SCN213255,2026-06-02,PORTAL,2
4500000328,00030,ACKNOWLEDGED,20,2026-07-02,SCN756499,2026-05-29,EDI,0
4500000329,00010,ACKNOWLEDGED,965,2026-05-18,SCN305379,2026-04-27,EDI,2
4500000329,00020,REJECTED,9,,SCN400655,2026-04-27,REGRELLO,0
4500000329,00030,ACKNOWLEDGED,445,2026-07-08,SCN305053,2026-04-29,PORTAL,1
4500000329,00040,ACKNOWLEDGED,14,2026-07-07,SCN233923,2026-04-27,REGRELLO,2
4500000330,00010,ACKNOWLEDGED,15,2026-06-26,SCN442360,2026-05-03,PORTAL,1
4500000330,00020,MISSING,0,2026-07-30,,,,5
4500000330,00030,ACKNOWLEDGED,5,2026-07-23,SCN342818,2026-05-05,EMAIL,2
4500000331,00010,ACKNOWLEDGED,38,2026-04-12,SCN254905,2026-02-06,PHONE_NOTE,1
4500000331,00020,PARTIAL,361,2026-03-19,SCN270803,2026-02-01,PORTAL,3
4500000331,00030,PROMISED_LATE,1838,2026-05-13,SCN165430,2026-01-30,REGRELLO,1
4500000331,00040,ACKNOWLEDGED,453,2026-04-13,SCN149466,2026-02-02,PORTAL,1
4500000331,00050,MISSING,0,2026-03-03,,,,0
4500000332,00010,ACKNOWLEDGED,466,2026-05-16,SCN521920,2026-04-26,PHONE_NOTE,2
4500000332,00020,ACKNOWLEDGED,30,2026-05-12,SCN763095,2026-05-03,EDI,0
4500000332,00030,ACKNOWLEDGED,36,2026-06-09,SCN241239,2026-05-07,PHONE_NOTE,1
4500000332,00040,PROMISED_LATE,49,2026-06-19,SCN667359,2026-05-01,EDI,0
4500000332,00050,PARTIAL,1049,2026-06-21,SCN994446,2026-04-26,EMAIL,3
4500000332,00060,ACKNOWLEDGED,526,2026-07-26,SCN150990,2026-05-02,PHONE_NOTE,2
4500000332,00070,ACKNOWLEDGED,443,2026-05-29,SCN648709,2026-04-29,REGRELLO,1
4500000333,00010,MISSING,0,2026-05-12,,,,5
4500000333,00020,PARTIAL,353,2026-04-08,SCN847844,2026-02-13,EMAIL,5
4500000334,00010,ACKNOWLEDGED,118,2026-08-14,SCN365524,2026-05-24,EMAIL,0
4500000335,00010,ACKNOWLEDGED,212,2026-03-20,SCN770125,2026-02-25,PORTAL,2
4500000335,00020,QTY_DISPUTE,523,2026-04-28,SCN546103,2026-02-21,PHONE_NOTE,0
4500000336,00010,ACKNOWLEDGED,14,2026-05-10,SCN933270,2026-05-07,PHONE_NOTE,0
4500000336,00020,MISSING,0,2026-07-09,,,,5
4500000336,00030,PARTIAL,847,2026-07-25,SCN417010,2026-05-05,PHONE_NOTE,0
4500000336,00040,PROMISED_LATE,1747,2026-07-28,SCN621990,2026-05-08,EDI,4
4500000336,00050,ACKNOWLEDGED,551,2026-07-27,SCN944350,2026-05-06,PHONE_NOTE,1
4500000337,00010,QTY_DISPUTE,23,2026-06-12,SCN771021,2026-05-14,EDI,1
4500000338,00010,PROMISED_LATE,97,2026-04-27,SCN805987,2026-03-30,PORTAL,4
4500000339,00010,PARTIAL,104,2026-06-09,SCN854534,2026-05-15,REGRELLO,4
4500000339,00020,PARTIAL,456,2026-06-21,SCN707021,2026-05-15,PORTAL,4
4500000339,00030,ACKNOWLEDGED,312,2026-07-16,SCN509463,2026-05-07,EDI,1
4500000340,00010,ACKNOWLEDGED,173,2026-04-09,SCN470599,2026-02-21,REGRELLO,1
4500000340,00020,ACKNOWLEDGED,338,2026-04-06,SCN606869,2026-02-16,EDI,0
4500000340,00030,MISSING,0,2026-02-22,,,,5
4500000340,00040,ACKNOWLEDGED,13,2026-04-30,SCN528792,2026-02-15,EDI,2
4500000340,00050,ACKNOWLEDGED,74,2026-05-01,SCN186275,2026-02-19,PHONE_NOTE,1
4500000341,00010,ACKNOWLEDGED,54,2026-06-04,SCN163302,2026-03-28,EMAIL,2
4500000341,00020,ACKNOWLEDGED,494,2026-06-24,SCN618751,2026-03-31,PORTAL,1
4500000341,00030,ACKNOWLEDGED,139,2026-06-01,SCN142284,2026-03-24,REGRELLO,0
4500000342,00010,PROMISED_LATE,27,2026-07-03,SCN240655,2026-03-29,REGRELLO,3
4500000343,00010,MISSING,0,2026-06-03,,,,3
4500000344,00010,PROMISED_LATE,122,2026-06-30,SCN379972,2026-04-25,EDI,3
4500000344,00020,ACKNOWLEDGED,470,2026-06-12,SCN218798,2026-04-30,PHONE_NOTE,0
4500000344,00030,QTY_DISPUTE,979,2026-05-19,SCN745134,2026-04-25,PHONE_NOTE,0
4500000345,00010,ACKNOWLEDGED,558,2026-05-26,SCN667245,2026-03-31,PHONE_NOTE,0
4500000345,00020,ACKNOWLEDGED,352,2026-04-19,SCN230274,2026-04-03,EDI,0
4500000345,00030,PROMISED_LATE,9,2026-06-15,SCN995668,2026-03-27,EMAIL,5
4500000345,00040,PARTIAL,100,2026-04-21,SCN218750,2026-03-28,EMAIL,5
4500000345,00050,MISSING,0,2026-06-07,,,,5
4500000345,00060,PROMISED_LATE,26,2026-04-30,SCN262333,2026-04-03,PHONE_NOTE,0
4500000345,00070,ACKNOWLEDGED,29,2026-06-24,SCN790433,2026-03-30,PORTAL,0
4500000346,00010,MISSING,0,2026-05-20,,,,4
4500000346,00020,PROMISED_LATE,16,2026-05-13,SCN669263,2026-03-23,EMAIL,0
4500000347,00010,PROMISED_LATE,131,2026-09-05,SCN448382,2026-05-13,PHONE_NOTE,4
4500000347,00020,ACKNOWLEDGED,73,2026-06-04,SCN979465,2026-05-15,REGRELLO,0
4500000348,00010,ACKNOWLEDGED,10,2026-06-08,SCN923690,2026-04-14,PHONE_NOTE,1
4500000348,00020,ACKNOWLEDGED,491,2026-04-20,SCN193532,2026-04-18,PORTAL,0
4500000348,00030,ACKNOWLEDGED,663,2026-04-26,SCN280576,2026-04-18,REGRELLO,0
4500000348,00040,ACKNOWLEDGED,2208,2026-06-04,SCN496557,2026-04-10,PORTAL,2
4500000349,00010,ACKNOWLEDGED,7,2026-07-24,SCN403215,2026-05-30,EMAIL,2
4500000349,00020,PRICE_DISPUTE,412,2026-07-04,SCN559250,2026-05-26,REGRELLO,0
4500000349,00030,ACKNOWLEDGED,417,2026-08-04,SCN469673,2026-05-31,REGRELLO,1
4500000349,00040,QTY_DISPUTE,137,2026-07-07,SCN108431,2026-05-27,EMAIL,2
4500000349,00050,PRICE_DISPUTE,33,2026-08-20,SCN276722,2026-05-23,PORTAL,0
4500000349,00060,MISSING,0,2026-08-16,,,,1
4500000349,00070,ACKNOWLEDGED,930,2026-07-29,SCN711923,2026-05-29,EMAIL,1
4500000350,00010,ACKNOWLEDGED,20,2026-06-01,SCN972857,2026-04-05,PORTAL,2
4500000350,00020,PROMISED_LATE,1924,2026-05-31,SCN369569,2026-04-05,EMAIL,0
4500000350,00030,PROMISED_LATE,232,2026-07-03,SCN712756,2026-04-05,EMAIL,2
4500000350,00040,MISSING,0,2026-06-03,,,,3
4500000351,00010,ACKNOWLEDGED,121,2026-04-28,SCN112979,2026-04-27,REGRELLO,0
4500000351,00020,PARTIAL,278,2026-06-19,SCN254196,2026-04-30,EDI,3
4500000351,00030,PROMISED_LATE,975,2026-05-26,SCN582368,2026-04-28,EMAIL,4
4500000351,00040,MISSING,0,2026-06-15,,,,5
4500000352,00010,PROMISED_LATE,968,2026-05-06,SCN450807,2026-03-11,EMAIL,2
4500000352,00020,PARTIAL,55,2026-06-01,SCN828776,2026-03-15,EMAIL,2
4500000352,00030,PARTIAL,53,2026-04-04,SCN194891,2026-03-11,EMAIL,1
4500000353,00010,PROMISED_LATE,38,2026-07-15,SCN735993,2026-05-17,PORTAL,3
4500000353,00020,PARTIAL,7,2026-07-28,SCN372668,2026-05-10,EDI,5
4500000353,00030,ACKNOWLEDGED,15,2026-06-23,SCN785765,2026-05-15,EDI,1
4500000353,00040,ACKNOWLEDGED,18,2026-05-31,SCN793117,2026-05-06,EDI,1
4500000353,00050,ACKNOWLEDGED,348,2026-05-21,SCN759645,2026-05-15,REGRELLO,0
4500000353,00060,PARTIAL,18,2026-07-04,SCN143663,2026-05-13,REGRELLO,5
4500000354,00010,PARTIAL,185,2026-07-01,SCN963036,2026-05-07,REGRELLO,0
4500000354,00020,ACKNOWLEDGED,7,2026-06-14,SCN212582,2026-05-16,PORTAL,0
4500000354,00030,ACKNOWLEDGED,931,2026-06-23,SCN821736,2026-05-06,PORTAL,2
4500000354,00040,PARTIAL,22,2026-06-09,SCN710083,2026-05-12,PHONE_NOTE,3
4500000354,00050,PARTIAL,8,2026-07-14,SCN704949,2026-05-06,PORTAL,2
4500000355,00010,PROMISED_LATE,431,2026-05-17,SCN261794,2026-03-13,PORTAL,0
4500000355,00020,QTY_DISPUTE,482,2026-04-11,SCN987611,2026-03-10,PHONE_NOTE,1
4500000355,00030,MISSING,0,2026-03-21,,,,5
4500000355,00040,ACKNOWLEDGED,2493,2026-05-25,SCN497423,2026-03-10,EDI,0
4500000355,00050,PROMISED_LATE,1685,2026-04-20,SCN322965,2026-03-13,EMAIL,5
4500000355,00060,ACKNOWLEDGED,13,2026-05-22,SCN246119,2026-03-21,PORTAL,1
4500000356,00010,MISSING,0,2026-03-27,,,,0
4500000356,00020,QTY_DISPUTE,253,2026-03-12,SCN634472,2026-02-18,REGRELLO,0
4500000356,00030,ACKNOWLEDGED,1153,2026-05-11,SCN968422,2026-02-13,PORTAL,1
4500000356,00040,ACKNOWLEDGED,14,2026-03-20,SCN790925,2026-02-11,PORTAL,2
4500000357,00010,ACKNOWLEDGED,29,2026-06-14,SCN891105,2026-06-07,REGRELLO,0
4500000357,00020,PROMISED_LATE,42,2026-08-02,SCN286579,2026-06-07,REGRELLO,1
4500000358,00010,ACKNOWLEDGED,186,2026-07-22,SCN600356,2026-05-15,REGRELLO,0
4500000358,00020,ACKNOWLEDGED,456,2026-08-06,SCN397150,2026-05-19,PHONE_NOTE,1
4500000359,00010,MISSING,0,2026-07-20,,,,2
4500000359,00020,PROMISED_LATE,84,2026-08-02,SCN443754,2026-05-13,PHONE_NOTE,1
4500000359,00030,REJECTED,16,,SCN952523,2026-05-14,EMAIL,0
4500000359,00040,ACKNOWLEDGED,137,2026-08-09,SCN921279,2026-05-16,EDI,1
4500000359,00050,ACKNOWLEDGED,208,2026-07-27,SCN479820,2026-05-09,EMAIL,2
4500000360,00010,ACKNOWLEDGED,2718,2026-05-15,SCN354035,2026-03-02,PORTAL,1
4500000360,00020,ACKNOWLEDGED,184,2026-04-04,SCN197154,2026-02-27,PHONE_NOTE,0
4500000360,00030,ACKNOWLEDGED,25,2026-05-30,SCN807641,2026-03-04,PORTAL,0
4500000360,00040,ACKNOWLEDGED,71,2026-04-29,SCN717687,2026-03-10,REGRELLO,1
4500000360,00050,MISSING,0,2026-04-06,,,,3
4500000360,00060,ACKNOWLEDGED,63,2026-05-10,SCN359403,2026-03-03,PORTAL,1
4500000360,00070,MISSING,0,2026-05-17,,,,4
4500000361,00010,MISSING,0,2026-05-28,,,,0
4500000361,00020,PROMISED_LATE,6,2026-05-03,SCN666121,2026-03-05,EMAIL,5
4500000361,00030,REJECTED,63,,SCN925832,2026-03-09,PORTAL,0
4500000362,00010,MISSING,0,2026-04-27,,,,3
4500000362,00020,ACKNOWLEDGED,426,2026-04-28,SCN201031,2026-02-12,PORTAL,0
4500000362,00030,MISSING,0,2026-03-22,,,,1
4500000362,00040,ACKNOWLEDGED,76,2026-02-25,SCN991425,2026-02-12,EDI,2
4500000362,00050,MISSING,0,2026-03-16,,,,3
4500000363,00010,ACKNOWLEDGED,69,2026-03-27,SCN483425,2026-02-26,PORTAL,2
4500000363,00020,PARTIAL,16,2026-04-05,SCN587155,2026-03-08,EDI,2
4500000363,00030,QTY_DISPUTE,30,2026-05-30,SCN108669,2026-03-08,REGRELLO,2
4500000363,00040,MISSING,0,2026-03-31,,,,5
4500000363,00050,ACKNOWLEDGED,56,2026-05-04,SCN215269,2026-03-02,EMAIL,0
4500000363,00060,PROMISED_LATE,1313,2026-04-27,SCN478147,2026-03-06,EDI,0
4500000364,00010,PARTIAL,900,2026-04-06,SCN520565,2026-03-19,REGRELLO,2
4500000364,00020,MISSING,0,2026-03-20,,,,0
4500000364,00030,ACKNOWLEDGED,2072,2026-04-23,SCN225512,2026-03-10,EDI,2
4500000364,00040,ACKNOWLEDGED,11,2026-05-05,SCN398766,2026-03-11,REGRELLO,1
4500000365,00010,ACKNOWLEDGED,491,2026-06-05,SCN851917,2026-05-22,REGRELLO,2
4500000366,00010,ACKNOWLEDGED,4,2026-05-31,SCN833523,2026-05-25,EMAIL,2
4500000366,00020,ACKNOWLEDGED,67,2026-08-22,SCN983964,2026-05-25,PORTAL,0
4500000367,00010,MISSING,0,2026-04-16,,,,3
4500000368,00010,PROMISED_LATE,1984,2026-05-09,SCN726305,2026-02-14,PHONE_NOTE,1
4500000369,00010,ACKNOWLEDGED,22,2026-04-16,SCN338038,2026-02-13,REGRELLO,1
4500000369,00020,MISSING,0,2026-05-08,,,,3
4500000370,00010,ACKNOWLEDGED,165,2026-06-21,SCN654531,2026-04-09,REGRELLO,1
4500000370,00020,ACKNOWLEDGED,150,2026-04-18,SCN119637,2026-04-05,EDI,1
4500000370,00030,ACKNOWLEDGED,209,2026-05-20,SCN390673,2026-04-05,EMAIL,0
4500000370,00040,QTY_DISPUTE,22,2026-04-14,SCN505792,2026-04-09,PHONE_NOTE,2
4500000370,00050,PROMISED_LATE,36,2026-06-21,SCN200633,2026-04-10,PORTAL,4
4500000370,00060,ACKNOWLEDGED,35,2026-06-10,SCN535862,2026-04-15,EMAIL,2
4500000371,00010,PARTIAL,135,2026-05-14,SCN544168,2026-04-23,EMAIL,2
4500000371,00020,PROMISED_LATE,224,2026-05-21,SCN736383,2026-04-23,PHONE_NOTE,1
4500000371,00030,ACKNOWLEDGED,207,2026-05-08,SCN933133,2026-04-24,PORTAL,2
4500000372,00010,ACKNOWLEDGED,922,2026-06-30,SCN520970,2026-05-13,REGRELLO,1
4500000372,00020,PARTIAL,730,2026-06-06,SCN377169,2026-05-12,PORTAL,5
4500000372,00030,PARTIAL,25,2026-06-30,SCN776590,2026-05-11,PHONE_NOTE,0
4500000372,00040,MISSING,0,2026-06-22,,,,1
4500000373,00010,ACKNOWLEDGED,39,2026-04-10,SCN510057,2026-04-06,PHONE_NOTE,2
4500000373,00020,REJECTED,628,,SCN896392,2026-04-07,REGRELLO,0
4500000373,00030,PARTIAL,19,2026-07-03,SCN543852,2026-04-02,EMAIL,4
4500000374,00010,ACKNOWLEDGED,77,2026-05-17,SCN235348,2026-03-03,PHONE_NOTE,1
4500000374,00020,PROMISED_LATE,44,2026-06-29,SCN535130,2026-03-04,REGRELLO,4
4500000374,00030,PARTIAL,8,2026-04-03,SCN905516,2026-03-02,EMAIL,4
4500000374,00040,ACKNOWLEDGED,20,2026-03-31,SCN333050,2026-03-09,EDI,0
4500000374,00050,ACKNOWLEDGED,16,2026-04-14,SCN558109,2026-02-27,EMAIL,1
4500000374,00060,REJECTED,15,,SCN558270,2026-03-09,EMAIL,1
4500000374,00070,MISSING,0,2026-03-20,,,,4
4500000375,00010,ACKNOWLEDGED,96,2026-07-01,SCN895992,2026-04-16,PHONE_NOTE,1
4500000375,00020,ACKNOWLEDGED,105,2026-06-04,SCN738754,2026-04-17,PHONE_NOTE,1
4500000376,00010,PROMISED_LATE,36,2026-08-11,SCN118990,2026-05-09,PORTAL,5
4500000376,00020,PROMISED_LATE,72,2026-06-17,SCN991214,2026-04-30,PHONE_NOTE,0
4500000376,00030,ACKNOWLEDGED,175,2026-05-16,SCN217820,2026-05-05,REGRELLO,0
4500000376,00040,PARTIAL,1741,2026-07-31,SCN252662,2026-05-06,REGRELLO,2
4500000377,00010,MISSING,0,2026-04-23,,,,4
4500000377,00020,ACKNOWLEDGED,905,2026-06-26,SCN634638,2026-03-24,PORTAL,2
4500000377,00030,MISSING,0,2026-05-16,,,,3
4500000378,00010,ACKNOWLEDGED,95,2026-05-16,SCN141509,2026-03-01,PHONE_NOTE,0
4500000378,00020,MISSING,0,2026-04-02,,,,5
4500000378,00030,QTY_DISPUTE,725,2026-05-15,SCN488866,2026-02-25,PHONE_NOTE,0
4500000378,00040,ACKNOWLEDGED,92,2026-05-12,SCN374657,2026-02-27,EDI,1
4500000379,00010,PROMISED_LATE,100,2026-05-10,SCN404082,2026-02-18,PORTAL,5
4500000379,00020,ACKNOWLEDGED,129,2026-03-09,SCN286979,2026-02-21,EMAIL,1
4500000380,00010,PARTIAL,34,2026-04-01,SCN262360,2026-03-17,PHONE_NOTE,0
4500000380,00020,PRICE_DISPUTE,1893,2026-06-10,SCN550294,2026-03-21,EDI,0
4500000380,00030,MISSING,0,2026-05-17,,,,5
4500000381,00010,ACKNOWLEDGED,1816,2026-05-12,SCN278957,2026-04-23,PHONE_NOTE,2
4500000382,00010,ACKNOWLEDGED,250,2026-04-21,SCN927996,2026-03-13,EMAIL,2
4500000382,00020,PARTIAL,136,2026-04-21,SCN958475,2026-03-04,EDI,4
4500000382,00030,ACKNOWLEDGED,22,2026-04-19,SCN254486,2026-03-07,EDI,0
4500000382,00040,REJECTED,92,,SCN757059,2026-03-05,REGRELLO,0
4500000382,00050,MISSING,0,2026-05-26,,,,3
4500000382,00060,QTY_DISPUTE,13,2026-04-21,SCN108350,2026-03-04,EMAIL,1
4500000383,00010,MISSING,0,2026-03-09,,,,3
4500000383,00020,PROMISED_LATE,1472,2026-04-02,SCN807939,2026-02-23,EMAIL,4
