asn_number,po_number,item_number,schedule_line,supplier_id,shipped_qty,ship_date,expected_delivery_date,carrier,tracking_number,status,last_status_update
ASN00000204,4500000046,00020,0001,S100006,1,2026-05-23,2026-05-27,UPS,7D8C9D2A-34E,IN_TRANSIT,2026-05-23
ASN00000205,4500000046,00020,0003,S100006,1,2026-05-19,2026-06-06,FedEx,9F8AC097-0C4,IN_TRANSIT,2026-05-25
ASN00000206,4500000046,00030,0002,S100006,4,2026-05-24,2026-05-26,Supplier Truck,4F4AB5F6-03C,IN_TRANSIT,2026-05-28
ASN00000207,4500000046,00030,0003,S100006,5,2026-05-22,2026-06-16,DHL,91313F36-10A,IN_TRANSIT,2026-05-25
ASN00000208,4500000046,00040,0001,S100006,15,2026-05-26,2026-05-29,Maersk,39547903-936,IN_TRANSIT,2026-05-26
ASN00000209,4500000046,00050,0001,S100006,161,,2026-06-01,Local Carrier,723229D8-B71,PENDING_PICKUP,2026-05-25
ASN00000210,4500000046,00060,0001,S100006,229,2026-05-28,2026-05-28,Maersk,3E005D00-28C,IN_TRANSIT,2026-05-23
ASN00000211,4500000046,00060,0003,S100006,78,2026-05-21,2026-06-12,UPS,8647C0C9-FE2,CUSTOMS_HOLD,2026-05-25
ASN00000212,4500000046,00070,0001,S100006,12,2026-05-19,2026-05-26,UPS,30E4CA71-43E,IN_TRANSIT,2026-05-27
ASN00000213,4500000047,00010,0001,S100017,4,2026-05-18,2026-06-09,DHL,1737AE93-D00,IN_TRANSIT,2026-05-25
ASN00000214,4500000047,00010,0002,S100017,1,2026-05-28,2026-06-12,DHL,9492F62F-BE0,IN_TRANSIT,2026-05-27
ASN00000215,4500000047,00020,0001,S100017,139,2026-05-20,2026-05-27,Supplier Truck,69DCE64B-AB4,IN_TRANSIT,2026-05-25
ASN00000216,4500000048,00010,0001,S100032,281,2026-05-21,2026-06-13,Supplier Truck,B4E8E38A-B48,DELAYED,2026-05-23
ASN00000217,4500000048,00020,0001,S100032,48,,2026-06-11,Supplier Truck,C7B166AB-8E2,PENDING_PICKUP,2026-05-28
ASN00000218,4500000048,00030,0002,S100032,24,2026-05-18,2026-06-06,DHL,F9BD064E-C4D,DELAYED,2026-05-23
ASN00000219,4500000048,00040,0002,S100032,1,2026-05-24,2026-05-30,Supplier Truck,13585835-45C,IN_TRANSIT,2026-05-23
ASN00000220,4500000048,00040,0003,S100032,3,2026-05-18,2026-06-11,UPS,27B5A069-460,IN_TRANSIT,2026-05-26
ASN00000221,4500000049,00010,0001,S100028,54,2026-05-28,2026-06-08,Supplier Truck,37D6DC74-E50,IN_TRANSIT,2026-05-27
ASN00000222,4500000049,00030,0001,S100028,105,2026-05-23,2026-06-07,Local Carrier,0D9CDC49-1E7,IN_TRANSIT,2026-05-23
ASN00000223,4500000049,00030,0002,S100028,51,2026-05-26,2026-05-30,FedEx,EC26EB9F-4BD,DELIVERED,2026-05-27
ASN00000224,4500000050,00010,0002,S100044,11,2026-05-18,2026-06-01,Local Carrier,020BD75D-19B,IN_TRANSIT,2026-05-27
ASN00000225,4500000050,00030,0001,S100044,39,2026-05-21,2026-05-29,FedEx,5C4403EA-EBD,IN_TRANSIT,2026-05-26
ASN00000226,4500000050,00040,0001,S100044,1,2026-05-23,2026-06-03,Maersk,15164938-C0E,IN_TRANSIT,2026-05-24
ASN00000227,4500000051,00010,0002,S100045,1,,2026-06-09,Local Carrier,0DA7290F-80D,PENDING_PICKUP,2026-05-27
ASN00000228,4500000051,00010,0003,S100045,1,2026-05-19,2026-06-21,Local Carrier,CDD91D59-0DE,DELAYED,2026-05-23
ASN00000229,4500000052,00010,0001,S100011,2,2026-05-23,2026-05-27,Supplier Truck,D304D72B-7E9,IN_TRANSIT,2026-05-24
ASN00000230,4500000052,00010,0002,S100011,22,,2026-05-29,UPS,78906CBF-033,CANCELLED,2026-05-28
ASN00000231,4500000052,00010,0003,S100011,160,2026-05-23,2026-06-04,DHL,1DB3280C-583,DELIVERED,2026-05-27
ASN00000232,4500000052,00020,0002,S100011,6,2026-05-23,2026-05-30,Maersk,16F61240-522,IN_TRANSIT,2026-05-27
ASN00000233,4500000052,00030,0001,S100011,56,2026-05-19,2026-06-04,Supplier Truck,4768A35F-F79,IN_TRANSIT,2026-05-24
ASN00000234,4500000052,00030,0002,S100011,37,2026-05-18,2026-06-07,Local Carrier,56C65FD5-4D6,DELAYED,2026-05-27
ASN00000235,4500000052,00040,0001,S100011,11,2026-05-18,2026-06-12,FedEx,DEC38C1E-93C,DELAYED,2026-05-23
ASN00000236,4500000052,00040,0003,S100011,157,2026-05-19,2026-06-22,Supplier Truck,28EAC089-EDB,CUSTOMS_HOLD,2026-05-24
ASN00000237,4500000052,00070,0001,S100011,8,2026-05-19,2026-06-03,UPS,80F8F4F0-4C1,IN_TRANSIT,2026-05-24
ASN00000238,4500000053,00010,0001,S100021,15,2026-05-18,2026-06-08,UPS,79B55597-CE0,DELAYED,2026-05-24
ASN00000239,4500000053,00040,0002,S100021,3,2026-05-27,2026-05-27,UPS,023F94B8-833,IN_TRANSIT,2026-05-24
ASN00000240,4500000053,00050,0001,S100021,4,2026-05-26,2026-06-14,UPS,0AD6FD5C-73A,DELIVERED,2026-05-25
ASN00000241,4500000053,00050,0003,S100021,33,,2026-06-10,DHL,A6F3EB31-E97,NOT_SHIPPED,2026-05-26
ASN00000242,4500000053,00070,0003,S100021,5,2026-05-20,2026-05-31,Supplier Truck,B3062864-FC9,DELIVERED,2026-05-28
ASN00000243,4500000054,00020,0001,S100028,1001,2026-05-28,2026-06-17,Maersk,5F1D2928-D78,IN_TRANSIT,2026-05-25
ASN00000244,4500000054,00040,0001,S100028,2,,2026-06-07,DHL,FFC8FA15-D6D,PENDING_PICKUP,2026-05-25
ASN00000245,4500000054,00040,0002,S100028,7,,2026-06-11,UPS,55959F23-10B,CANCELLED,2026-05-25
ASN00000246,4500000054,00040,0003,S100028,8,2026-05-22,2026-06-12,UPS,5001CAC3-1B0,DELIVERED,2026-05-26
ASN00000247,4500000054,00050,0001,S100028,1,2026-05-28,2026-06-04,Maersk,9F56BFC9-D72,DELIVERED,2026-05-26
ASN00000248,4500000054,00050,0002,S100028,26,2026-05-25,2026-05-26,DHL,26E702CC-402,IN_TRANSIT,2026-05-28
ASN00000249,4500000054,00060,0001,S100028,1,2026-05-23,2026-06-18,FedEx,D0756E8F-B67,CUSTOMS_HOLD,2026-05-25
ASN00000250,4500000054,00060,0002,S100028,2,2026-05-19,2026-06-11,Supplier Truck,F9CB6FD9-ECA,IN_TRANSIT,2026-05-25
ASN00000251,4500000054,00060,0003,S100028,1,2026-05-23,2026-06-05,Local Carrier,9E91C0C3-1EB,DELIVERED,2026-05-25
ASN00000252,4500000055,00010,0001,S100038,12,,2026-05-26,Local Carrier,F2E57412-97C,PENDING_PICKUP,2026-05-25
ASN00000253,4500000055,00010,0002,S100038,2,2026-05-26,2026-06-20,Supplier Truck,3E2C993D-A96,DELAYED,2026-05-26
ASN00000254,4500000055,00020,0001,S100038,1,2026-05-21,2026-05-25,FedEx,01FFA747-71D,IN_TRANSIT,2026-05-27
ASN00000255,4500000055,00030,0001,S100038,3,2026-05-26,2026-06-11,Local Carrier,2BE1CA1B-901,IN_TRANSIT,2026-05-23
ASN00000256,4500000055,00040,0001,S100038,1,,2026-06-01,FedEx,F05D650F-D69,PENDING_PICKUP,2026-05-25
ASN00000257,4500000055,00040,0002,S100038,17,2026-05-25,2026-06-12,FedEx,EA6E5EA7-9B6,IN_TRANSIT,2026-05-28
ASN00000258,4500000055,00050,0001,S100038,8,,2026-06-15,Maersk,5E8F60AC-B8B,PENDING_PICKUP,2026-05-23
ASN00000259,4500000057,00010,0001,S100017,16,,2026-06-13,FedEx,CD71C725-BEC,PENDING_PICKUP,2026-05-24
ASN00000260,4500000057,00020,0002,S100017,178,2026-05-19,2026-06-07,Local Carrier,CC8661DE-713,IN_TRANSIT,2026-05-24
ASN00000261,4500000057,00020,0003,S100017,44,2026-05-27,2026-06-17,Maersk,D7A49773-2A8,IN_TRANSIT,2026-05-25
ASN00000262,4500000057,00040,0001,S100017,29,2026-05-23,2026-06-08,UPS,5AAFF76F-2D3,CUSTOMS_HOLD,2026-05-24
ASN00000263,4500000057,00050,0001,S100017,7,2026-05-21,2026-06-05,Maersk,1D080D85-F39,CUSTOMS_HOLD,2026-05-23
ASN00000264,4500000057,00060,0001,S100017,1,,2026-05-25,Supplier Truck,D25396EA-93B,PENDING_PICKUP,2026-05-27
ASN00000265,4500000058,00010,0001,S100033,54,2026-05-19,2026-06-22,DHL,FF37498E-28D,CUSTOMS_HOLD,2026-05-24
ASN00000266,4500000058,00010,0002,S100033,1914,2026-05-19,2026-06-17,FedEx,726C06F0-62B,DELAYED,2026-05-28
ASN00000267,4500000058,00030,0001,S100033,143,,2026-05-27,Maersk,57B44EE9-AFB,PENDING_PICKUP,2026-05-28
ASN00000268,4500000059,00010,0001,S100039,403,2026-05-26,2026-05-27,UPS,C0240126-A52,IN_TRANSIT,2026-05-26
ASN00000269,4500000059,00020,0002,S100039,31,2026-05-19,2026-06-07,Maersk,B88BE3A8-C8D,DELIVERED,2026-05-26
ASN00000270,4500000059,00040,0001,S100039,325,2026-05-22,2026-06-15,Local Carrier,0672E38F-67A,IN_TRANSIT,2026-05-26
ASN00000271,4500000059,00050,0001,S100039,127,2026-05-24,2026-06-04,Local Carrier,EAD98480-F2F,DELAYED,2026-05-28
ASN00000272,4500000059,00070,0003,S100039,2,2026-05-22,2026-05-28,Supplier Truck,583C59FD-4AB,IN_TRANSIT,2026-05-27
ASN00000273,4500000060,00010,0001,S100028,801,2026-05-27,2026-06-09,Maersk,85391347-973,IN_TRANSIT,2026-05-25
ASN00000274,4500000061,00010,0002,S100031,21,2026-05-25,2026-06-07,Supplier Truck,43C5EF4F-700,DELIVERED,2026-05-25
ASN00000275,4500000061,00020,0002,S100031,12,2026-05-21,2026-06-13,Supplier Truck,FC6F01D1-980,CUSTOMS_HOLD,2026-05-25
ASN00000276,4500000061,00030,0001,S100031,81,,2026-06-14,Maersk,51CA3753-B52,PENDING_PICKUP,2026-05-25
ASN00000277,4500000061,00040,0001,S100031,2,,2026-06-07,Local Carrier,8EFB5547-636,PENDING_PICKUP,2026-05-24
ASN00000278,4500000061,00040,0002,S100031,1,,2026-06-07,Supplier Truck,6F8F1683-803,PENDING_PICKUP,2026-05-25
ASN00000279,4500000061,00050,0002,S100031,12,2026-05-23,2026-06-13,UPS,E1ED15EA-280,IN_TRANSIT,2026-05-25
ASN00000280,4500000061,00050,0003,S100031,30,2026-05-28,2026-06-15,FedEx,1AAF9C52-B5F,IN_TRANSIT,2026-05-26
ASN00000281,4500000061,00060,0001,S100031,55,2026-05-23,2026-06-26,DHL,36AD45F1-DAE,CUSTOMS_HOLD,2026-05-28
ASN00000282,4500000061,00070,0002,S100031,15,2026-05-24,2026-06-25,UPS,4C727317-25F,CUSTOMS_HOLD,2026-05-27
ASN00000283,4500000062,00010,0002,S100019,76,2026-05-26,2026-05-30,DHL,F81921C8-47B,IN_TRANSIT,2026-05-26
ASN00000284,4500000062,00020,0002,S100019,62,2026-05-26,2026-05-26,FedEx,994217A5-8EA,DELIVERED,2026-05-24
ASN00000285,4500000062,00030,0001,S100019,4,2026-05-24,2026-06-12,DHL,2BF6BA2B-E40,IN_TRANSIT,2026-05-24
ASN00000286,4500000063,00010,0001,S100028,80,,2026-06-06,Maersk,4DFD48CA-35D,NOT_SHIPPED,2026-05-27
ASN00000287,4500000063,00010,0002,S100028,28,2026-05-18,2026-06-03,Supplier Truck,5E57B7E3-099,DELIVERED,2026-05-23
ASN00000288,4500000063,00010,0003,S100028,99,2026-05-23,2026-06-12,FedEx,F6A542EA-52B,IN_TRANSIT,2026-05-23
ASN00000289,4500000063,00020,0002,S100028,12,2026-05-23,2026-06-05,Maersk,68308427-E06,DELAYED,2026-05-28
ASN00000290,4500000063,00020,0003,S100028,66,2026-05-19,2026-05-30,Supplier Truck,7694EAA1-C17,IN_TRANSIT,2026-05-27
ASN00000291,4500000063,00030,0001,S100028,151,2026-05-21,2026-06-01,Maersk,97AB4746-101,IN_TRANSIT,2026-05-27
ASN00000292,4500000063,00030,0002,S100028,65,2026-05-24,2026-06-01,DHL,F0D42740-191,IN_TRANSIT,2026-05-28
ASN00000293,4500000063,00040,0001,S100028,418,2026-05-19,2026-05-27,Supplier Truck,A89CA591-A76,IN_TRANSIT,2026-05-28
ASN00000294,4500000063,00040,0002,S100028,902,2026-05-25,2026-06-08,Local Carrier,B2F8CD91-E0A,IN_TRANSIT,2026-05-26
ASN00000295,4500000063,00050,0001,S100028,3,2026-05-18,2026-06-12,FedEx,0267B780-0C8,DELAYED,2026-05-24
ASN00000296,4500000063,00060,0001,S100028,19,,2026-06-14,Supplier Truck,8731AD9C-BF9,PENDING_PICKUP,2026-05-28
ASN00000297,4500000063,00060,0002,S100028,29,2026-05-21,2026-05-31,DHL,65CB7CFF-F01,DELIVERED,2026-05-27
ASN00000298,4500000064,00020,0001,S100007,45,,2026-06-08,Maersk,E0FC9889-C62,NOT_SHIPPED,2026-05-26
ASN00000299,4500000064,00020,0002,S100007,45,2026-05-26,2026-06-09,Local Carrier,C4FE2538-D16,IN_TRANSIT,2026-05-23
ASN00000300,4500000064,00020,0003,S100007,270,2026-05-23,2026-06-17,FedEx,10B0F35D-CF7,IN_TRANSIT,2026-05-28
ASN00000301,4500000064,00030,0001,S100007,289,2026-05-25,2026-06-24,FedEx,96417E24-EDC,DELAYED,2026-05-26
ASN00000302,4500000064,00040,0002,S100007,422,2026-05-22,2026-06-18,FedEx,DAD43D30-B1A,DELAYED,2026-05-27
ASN00000303,4500000064,00050,0001,S100007,61,2026-05-20,2026-06-09,DHL,90E066BC-C06,IN_TRANSIT,2026-05-23
ASN00000304,4500000064,00050,0002,S100007,502,2026-05-24,2026-05-29,FedEx,E207CCAF-00B,IN_TRANSIT,2026-05-23
ASN00000305,4500000064,00060,0001,S100007,9,,2026-05-29,UPS,D058E6BD-518,NOT_SHIPPED,2026-05-25
ASN00000306,4500000064,00060,0002,S100007,1,2026-05-19,2026-06-05,Local Carrier,59919560-D3C,IN_TRANSIT,2026-05-24
ASN00000307,4500000066,00010,0001,S100044,54,2026-05-26,2026-05-30,Local Carrier,07BF845A-8CC,IN_TRANSIT,2026-05-26
ASN00000308,4500000066,00040,0002,S100044,1,2026-05-25,2026-05-31,DHL,02538381-95B,IN_TRANSIT,2026-05-27
ASN00000309,4500000066,00040,0003,S100044,106,2026-05-21,2026-05-29,FedEx,0F1E71FC-EC2,IN_TRANSIT,2026-05-25
ASN00000310,4500000066,00060,0001,S100044,17,2026-05-19,2026-05-30,Local Carrier,4D0E7E75-EC2,DELIVERED,2026-05-25
ASN00000311,4500000067,00010,0002,S100015,47,2026-05-24,2026-06-16,Supplier Truck,2883CB5A-305,DELAYED,2026-05-28
ASN00000312,4500000067,00020,0001,S100015,22,,2026-06-12,DHL,E6382EDC-E19,NOT_SHIPPED,2026-05-24
ASN00000313,4500000068,00010,0002,S100019,7,,2026-05-30,Supplier Truck,AEAC20E6-8F1,NOT_SHIPPED,2026-05-24
ASN00000314,4500000068,00020,0002,S100019,1,,2026-06-05,DHL,783EA560-A6C,PENDING_PICKUP,2026-05-25
ASN00000315,4500000068,00020,0003,S100019,141,,2026-05-26,Local Carrier,83B06287-175,CANCELLED,2026-05-28
ASN00000316,4500000068,00030,0001,S100019,1676,,2026-05-25,Local Carrier,6A0D4D89-2FA,PENDING_PICKUP,2026-05-26
ASN00000317,4500000068,00050,0001,S100019,948,2026-05-20,2026-06-23,DHL,660F75C5-095,DELAYED,2026-05-24
ASN00000318,4500000069,00010,0001,S100016,1,2026-05-24,2026-06-11,DHL,EAABC841-2C4,IN_TRANSIT,2026-05-28
ASN00000319,4500000069,00050,0001,S100016,5,2026-05-18,2026-06-11,DHL,EB4FF6A4-EAD,IN_TRANSIT,2026-05-28
ASN00000320,4500000069,00060,0001,S100016,19,2026-05-27,2026-06-24,Maersk,77DDFFDC-4D2,DELAYED,2026-05-23
ASN00000321,4500000070,00010,0001,S100005,32,2026-05-23,2026-05-24,Local Carrier,AB0BB054-5CE,IN_TRANSIT,2026-05-28
ASN00000322,4500000070,00010,0003,S100005,41,2026-05-19,2026-06-14,UPS,D2343B06-C23,IN_TRANSIT,2026-05-27
ASN00000323,4500000070,00020,0001,S100005,63,2026-05-22,2026-06-13,FedEx,AC0DA768-8D1,IN_TRANSIT,2026-05-27
ASN00000324,4500000070,00020,0002,S100005,25,2026-05-20,2026-06-06,Maersk,59C1FC06-348,IN_TRANSIT,2026-05-23
ASN00000325,4500000070,00020,0003,S100005,3,2026-05-19,2026-06-11,DHL,89CE0AA9-068,IN_TRANSIT,2026-05-28
ASN00000326,4500000070,00030,0001,S100005,1,2026-05-21,2026-06-17,FedEx,E6956255-738,DELAYED,2026-05-27
ASN00000327,4500000070,00040,0001,S100005,108,2026-05-25,2026-06-25,Local Carrier,EA7E4719-B37,CUSTOMS_HOLD,2026-05-27
ASN00000328,4500000070,00050,0001,S100005,25,2026-05-26,2026-06-06,FedEx,141545BE-FD7,CUSTOMS_HOLD,2026-05-26
ASN00000329,4500000070,00050,0002,S100005,48,2026-05-26,2026-06-14,FedEx,BA2A0832-27B,IN_TRANSIT,2026-05-26
ASN00000330,4500000070,00070,0001,S100005,34,,2026-05-26,FedEx,61D24F58-05F,NOT_SHIPPED,2026-05-23
ASN00000331,4500000071,00010,0001,S100023,76,,2026-05-29,Maersk,21BA3E74-356,PENDING_PICKUP,2026-05-23
ASN00000332,4500000071,00020,0001,S100023,3,2026-05-26,2026-06-07,Local Carrier,D3F6F592-AD9,CUSTOMS_HOLD,2026-05-28
ASN00000333,4500000071,00020,0002,S100023,1,,2026-06-01,Local Carrier,696AA6A7-0B9,NOT_SHIPPED,2026-05-25
ASN00000334,4500000071,00030,0001,S100023,56,2026-05-24,2026-06-25,Local Carrier,E9FD61E7-E7E,DELAYED,2026-05-24
ASN00000335,4500000071,00030,0003,S100023,297,2026-05-24,2026-05-28,DHL,87591AD7-26B,IN_TRANSIT,2026-05-24
ASN00000336,4500000073,00020,0001,S100007,1,2026-05-23,2026-06-11,DHL,11ACE2E2-743,DELIVERED,2026-05-28
ASN00000337,4500000073,00030,0001,S100007,1448,2026-05-25,2026-06-25,DHL,D97CB7CD-79C,DELAYED,2026-05-23
ASN00000338,4500000073,00040,0001,S100007,197,,2026-05-24,DHL,077C3A70-001,NOT_SHIPPED,2026-05-27
ASN00000339,4500000074,00010,0002,S100023,8,2026-05-21,2026-06-23,UPS,8C3A7F0C-070,DELAYED,2026-05-26
ASN00000340,4500000075,00010,0001,S100037,4,,2026-06-06,Maersk,6581BAB4-9F3,NOT_SHIPPED,2026-05-28
ASN00000341,4500000075,00020,0001,S100037,15,,2026-05-27,Maersk,C8341D13-0DC,CANCELLED,2026-05-28
ASN00000342,4500000075,00020,0002,S100037,35,,2026-06-17,Local Carrier,8E28661A-957,NOT_SHIPPED,2026-05-23
ASN00000343,4500000075,00030,0001,S100037,64,2026-05-18,2026-05-30,Local Carrier,4D21D232-3F0,DELIVERED,2026-05-28
ASN00000344,4500000075,00030,0002,S100037,156,2026-05-24,2026-05-27,Local Carrier,78EBEF4A-202,IN_TRANSIT,2026-05-28
ASN00000345,4500000075,00050,0002,S100037,44,,2026-06-08,Local Carrier,B3C2D76A-F81,PENDING_PICKUP,2026-05-25
ASN00000346,4500000075,00050,0003,S100037,192,2026-05-19,2026-06-14,Local Carrier,72C91129-EBA,CUSTOMS_HOLD,2026-05-24
ASN00000347,4500000075,00060,0001,S100037,958,2026-05-28,2026-06-16,Local Carrier,9DD01E30-A5B,IN_TRANSIT,2026-05-27
ASN00000348,4500000075,00060,0002,S100037,1463,2026-05-19,2026-06-10,UPS,CD8CAC9D-952,DELAYED,2026-05-23
ASN00000349,4500000076,00020,0001,S100025,55,2026-05-28,2026-06-12,Maersk,0BC5A461-85C,DELIVERED,2026-05-27
ASN00000350,4500000076,00030,0002,S100025,12,2026-05-21,2026-06-10,UPS,8240AF88-405,DELAYED,2026-05-25
ASN00000351,4500000076,00030,0003,S100025,325,2026-05-22,2026-06-02,Maersk,D1B5E2CF-A4B,CUSTOMS_HOLD,2026-05-27
ASN00000352,4500000077,00020,0001,S100017,15,2026-05-24,2026-06-09,UPS,6F32F8B2-AC4,DELAYED,2026-05-25
ASN00000353,4500000078,00010,0001,S100001,2,,2026-06-13,UPS,D4BB2A64-023,NOT_SHIPPED,2026-05-25
ASN00000354,4500000078,00020,0001,S100001,1,2026-05-26,2026-06-11,FedEx,C4B74EC3-59C,IN_TRANSIT,2026-05-26
ASN00000355,4500000078,00020,0003,S100001,46,2026-05-27,2026-06-16,Maersk,76E289EE-ED5,IN_TRANSIT,2026-05-28
ASN00000356,4500000078,00030,0003,S100001,15,,2026-06-14,FedEx,21BB3769-F71,NOT_SHIPPED,2026-05-25
ASN00000357,4500000078,00040,0001,S100001,844,2026-05-21,2026-06-22,FedEx,71E2176B-549,DELAYED,2026-05-25
ASN00000358,4500000079,00010,0001,S100034,17,2026-05-20,2026-06-13,Maersk,E3739A97-51E,DELIVERED,2026-05-27
ASN00000359,4500000079,00020,0001,S100034,2,2026-05-24,2026-05-31,Maersk,2136DD69-8F5,IN_TRANSIT,2026-05-26
ASN00000360,4500000079,00020,0002,S100034,1,2026-05-24,2026-06-11,UPS,BF33CA67-DDF,IN_TRANSIT,2026-05-28
ASN00000361,4500000079,00020,0003,S100034,46,2026-05-28,2026-06-13,UPS,57807D26-87F,IN_TRANSIT,2026-05-26
ASN00000362,4500000079,00030,0002,S100034,18,,2026-06-07,Local Carrier,8E7B8759-839,NOT_SHIPPED,2026-05-28
ASN00000363,4500000079,00030,0003,S100034,34,2026-05-20,2026-05-30,DHL,35D99B6C-9CE,IN_TRANSIT,2026-05-24
ASN00000364,4500000079,00040,0001,S100034,12,2026-05-22,2026-05-28,Supplier Truck,F40DFB9C-38B,IN_TRANSIT,2026-05-27
ASN00000365,4500000079,00040,0002,S100034,4,2026-05-24,2026-06-02,Maersk,EA43896B-92A,IN_TRANSIT,2026-05-25
ASN00000366,4500000079,00040,0003,S100034,19,,2026-06-03,UPS,2440CD89-33C,NOT_SHIPPED,2026-05-24
ASN00000367,4500000080,00010,0001,S100004,38,2026-05-22,2026-06-08,FedEx,D1C567C9-BC0,IN_TRANSIT,2026-05-26
ASN00000368,4500000080,00010,0003,S100004,23,2026-05-23,2026-06-04,FedEx,5627F0CA-9D5,DELAYED,2026-05-26
ASN00000369,4500000081,00010,0003,S100017,8,2026-05-26,2026-06-19,UPS,B93544B1-F84,DELAYED,2026-05-27
ASN00000370,4500000081,00030,0001,S100017,160,2026-05-23,2026-06-15,Supplier Truck,4B5D8233-4F4,IN_TRANSIT,2026-05-26
ASN00000371,4500000081,00030,0002,S100017,74,2026-05-26,2026-06-07,Maersk,4183779C-D06,DELAYED,2026-05-28
ASN00000372,4500000081,00040,0002,S100017,223,2026-05-24,2026-06-12,Maersk,077E1F4A-849,DELAYED,2026-05-24
ASN00000373,4500000081,00040,0003,S100017,724,2026-05-23,2026-06-17,FedEx,C4ADFAD0-133,DELAYED,2026-05-27
ASN00000374,4500000082,00010,0001,S100001,1131,2026-05-24,2026-06-23,Maersk,E3CB9BDF-7EC,CUSTOMS_HOLD,2026-05-26
ASN00000375,4500000082,00020,0002,S100001,446,,2026-05-26,Local Carrier,50838DE4-61A,NOT_SHIPPED,2026-05-28
ASN00000376,4500000082,00040,0001,S100001,281,2026-05-19,2026-06-18,FedEx,9AF0FF4E-501,DELAYED,2026-05-23
ASN00000377,4500000082,00040,0002,S100001,140,2026-05-23,2026-06-13,Local Carrier,32C6B79A-D2F,DELAYED,2026-05-28
ASN00000378,4500000082,00050,0001,S100001,40,2026-05-27,2026-06-10,FedEx,A045CDA0-B27,CUSTOMS_HOLD,2026-05-27
ASN00000379,4500000083,00010,0001,S100010,2,,2026-06-14,FedEx,CFF9A02A-E32,NOT_SHIPPED,2026-05-26
ASN00000380,4500000083,00010,0002,S100010,2,2026-05-23,2026-06-11,DHL,55875756-B0F,DELIVERED,2026-05-27
ASN00000381,4500000083,00010,0003,S100010,3,,2026-05-31,FedEx,7C14FE7A-A7C,PENDING_PICKUP,2026-05-25
ASN00000382,4500000083,00020,0001,S100010,10,,2026-05-27,Supplier Truck,90B0BFA9-DE0,PENDING_PICKUP,2026-05-23
ASN00000383,4500000083,00040,0003,S100010,22,2026-05-25,2026-06-22,DHL,8AA75973-AAB,DELAYED,2026-05-23
ASN00000384,4500000083,00060,0001,S100010,493,2026-05-20,2026-06-04,UPS,7DAE9559-61A,IN_TRANSIT,2026-05-27
ASN00000385,4500000083,00060,0002,S100010,737,2026-05-26,2026-06-03,DHL,BA165B66-C0D,DELIVERED,2026-05-28
ASN00000386,4500000084,00010,0002,S100039,2,2026-05-26,2026-06-10,UPS,B41A30BD-AAB,CUSTOMS_HOLD,2026-05-23
ASN00000387,4500000084,00020,0002,S100039,41,2026-05-18,2026-06-27,Local Carrier,CBB727CE-E30,CUSTOMS_HOLD,2026-05-28
ASN00000388,4500000084,00030,0001,S100039,1,,2026-06-12,FedEx,C837AC8A-502,PENDING_PICKUP,2026-05-27
ASN00000389,4500000084,00030,0002,S100039,1,,2026-06-01,DHL,EFEDDA0B-0CC,PENDING_PICKUP,2026-05-25
ASN00000390,4500000084,00030,0003,S100039,6,2026-05-25,2026-06-07,Supplier Truck,4F4364AA-706,CUSTOMS_HOLD,2026-05-26
ASN00000391,4500000084,00040,0003,S100039,1,2026-05-28,2026-06-23,Supplier Truck,C0ABF0CA-C54,DELAYED,2026-05-24
ASN00000392,4500000084,00060,0001,S100039,10,2026-05-28,2026-06-05,Supplier Truck,C28B091E-0E5,DELAYED,2026-05-26
ASN00000393,4500000084,00060,0002,S100039,5,2026-05-20,2026-06-11,Supplier Truck,03881739-0FB,IN_TRANSIT,2026-05-25
ASN00000394,4500000084,00070,0001,S100039,7,2026-05-18,2026-06-19,Local Carrier,9AC805C1-D55,DELAYED,2026-05-24
ASN00000395,4500000085,00010,0001,S100032,7,2026-05-22,2026-06-15,Local Carrier,9C553B9E-803,IN_TRANSIT,2026-05-23
ASN00000396,4500000085,00010,0002,S100032,33,2026-05-28,2026-05-27,Supplier Truck,4441D39C-06C,IN_TRANSIT,2026-05-27
ASN00000397,4500000085,00010,0003,S100032,65,2026-05-28,2026-06-16,Local Carrier,0E3E9487-460,IN_TRANSIT,2026-05-23
ASN00000398,4500000085,00040,0001,S100032,1,,2026-06-16,Maersk,799C4ACE-4F5,CANCELLED,2026-05-23
ASN00000399,4500000085,00040,0002,S100032,2,,2026-06-03,Local Carrier,4BEF0941-E10,PENDING_PICKUP,2026-05-28
ASN00000400,4500000085,00040,0003,S100032,7,2026-05-18,2026-06-13,Supplier Truck,5A16D5AC-E2B,DELAYED,2026-05-26
ASN00000401,4500000085,00050,0002,S100032,784,2026-05-21,2026-06-11,DHL,DCF6C6EC-A2C,IN_TRANSIT,2026-05-27
ASN00000402,4500000085,00060,0002,S100032,3,2026-05-28,2026-06-10,DHL,D73F91C9-865,CUSTOMS_HOLD,2026-05-24
ASN00000403,4500000085,00060,0003,S100032,47,2026-05-19,2026-06-05,Maersk,708906A8-9F7,IN_TRANSIT,2026-05-23
ASN00000404,4500000086,00010,0001,S100014,35,2026-05-24,2026-06-12,UPS,AA7BAB81-8FD,DELIVERED,2026-05-27
ASN00000405,4500000086,00010,0002,S100014,89,2026-05-20,2026-06-26,Supplier Truck,2E803D88-6A2,DELAYED,2026-05-24
